Skill,Count
sql,1.7567567567567568
python,1.2432432432432432
r,1.0
etl,0.5405405405405406
big data,0.36486486486486486
spark,0.35135135135135137
data pipelines,0.33783783783783783
data modeling,0.2972972972972973
data engineering,0.2972972972972973
excel,0.25675675675675674
